Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
11/18/2020,2/1/2020,11/14/2020,Ohio,Female,35-44 years,16,"1,110",34,0,0,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Ohio,Female,45-54 years,48,"2,235",117,19,0,155,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Ohio,Female,50-64 years,216,"6,596",432,109,23,562,
11/18/2020,2/1/2020,11/14/2020,Ohio,Female,55-64 years,184,"5,213",356,94,19,465,
11/18/2020,2/1/2020,11/14/2020,Ohio,Female,65-74 years,416,"8,549",566,188,25,819,
11/18/2020,2/1/2020,11/14/2020,Ohio,Female,75-84 years,809,"12,222",880,321,32,"1,399",
11/18/2020,2/1/2020,11/14/2020,Ohio,Female,85 years and over,"1,233","18,902","1,124",468,36,"1,925",
11/18/2020,2/1/2020,11/14/2020,Oklahoma,All Sexes,All Ages,"1,842","32,703","3,040",702,118,"4,291",
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Male,All Ages,"1,024","17,147","1,687",417,54,"2,345",
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Male,Under 1 year,0,116,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Male,0-17 years,0,232,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Male,1-4 years,0,30,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Male,5-14 years,0,44,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Male,15-24 years,0,249,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Male,18-29 years,0,418,13,0,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Male,25-34 years,10,470,21,0,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Male,30-49 years,35,"1,445",88,14,0,111,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Male,35-44 years,12,688,39,0,0,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Male,45-54 years,43,"1,186",83,17,0,116,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Male,50-64 years,157,"3,507",271,57,19,388,
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Male,55-64 years,133,"2,819",225,46,12,323,
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Male,65-74 years,262,"4,020",426,100,12,599,
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Male,75-84 years,295,"4,223",498,130,13,676,
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Male,85 years and over,265,"3,302",386,115,0,541,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Female,All Ages,818,"15,556","1,353",285,64,"1,946",
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Female,Under 1 year,0,76,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Female,0-17 years,0,155,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Female,1-4 years,0,17,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Female,5-14 years,0,39,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Female,15-24 years,0,106,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Female,18-29 years,0,164,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Female,25-34 years,0,211,10,0,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Female,30-49 years,33,815,40,0,0,70,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Female,35-44 years,14,380,18,0,0,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Female,45-54 years,29,765,55,0,0,76,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Female,50-64 years,97,"2,314",228,40,15,298,
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Female,55-64 years,81,"1,854",189,34,14,248,
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Female,65-74 years,199,"3,118",340,76,17,479,
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Female,75-84 years,218,"3,948",378,82,13,526,
11/18/2020,2/1/2020,11/14/2020,Oklahoma,Female,85 years and over,269,"5,042",356,77,13,561,
11/18/2020,2/1/2020,11/14/2020,Oregon,All Sexes,All Ages,685,"29,910","1,385",226,66,"1,909",
11/18/2020,2/1/2020,11/14/2020,Oregon,Male,All Ages,374,"15,765",753,136,39,"1,030",
11/18/2020,2/1/2020,11/14/2020,Oregon,Male,Under 1 year,0,83,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Oregon,Male,0-17 years,0,160,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Male,1-4 years,0,18,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Oregon,Male,5-14 years,0,26,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Oregon,Male,15-24 years,0,215,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Male,18-29 years,0,371,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Male,25-34 years,0,411,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Male,30-49 years,13,"1,110",30,0,0,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Male,35-44 years,0,504,15,0,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Male,45-54 years,22,982,32,0,0,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Male,50-64 years,71,"2,793",116,22,0,174,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Male,55-64 years,53,"2,195",93,15,0,136,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Male,65-74 years,80,"3,581",188,36,11,243,
11/18/2020,2/1/2020,11/14/2020,Oregon,Male,75-84 years,110,"3,990",218,39,0,295,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Male,85 years and over,100,"3,760",200,33,0,274,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Female,All Ages,311,"14,142",632,90,27,879,
11/18/2020,2/1/2020,11/14/2020,Oregon,Female,Under 1 year,0,66,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Oregon,Female,0-17 years,0,105,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Female,1-4 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Female,5-14 years,0,17,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Female,15-24 years,0,83,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Female,18-29 years,0,133,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Female,25-34 years,0,163,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Female,30-49 years,0,594,20,0,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Female,35-44 years,0,279,0,0,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Female,45-54 years,0,555,25,0,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Female,50-64 years,29,"1,710",90,0,0,116,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Female,55-64 years,25,"1,373",73,0,0,96,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Female,65-74 years,50,"2,622",133,27,0,159,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Female,75-84 years,79,"3,489",155,25,0,218,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Oregon,Female,85 years and over,146,"5,489",229,27,0,352,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,All Sexes,All Ages,"9,462","115,449","8,482","3,431",257,"14,764",
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Male,All Ages,"4,642","57,950","4,505","1,840",118,"7,421",
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Male,Under 1 year,0,320,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Male,0-17 years,0,575,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Male,1-4 years,0,63,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Male,5-14 years,0,93,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Male,15-24 years,12,729,10,0,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Male,18-29 years,19,"1,418",27,0,0,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Male,25-34 years,24,"1,726",35,10,0,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Male,30-49 years,136,"4,283",146,61,0,227,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Male,35-44 years,55,"1,974",63,24,0,97,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Male,45-54 years,187,"3,501",175,78,0,293,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Male,50-64 years,649,"10,390",647,273,30,"1,050",
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Male,55-64 years,528,"8,260",537,225,22,859,
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Male,65-74 years,"1,002","12,354","1,016",414,23,"1,627",
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Male,75-84 years,"1,356","14,202","1,372",555,34,"2,207",
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Male,85 years and over,"1,478","14,728","1,291",531,24,"2,261",
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Female,All Ages,"4,820","57,496","3,976","1,591",139,"7,342",
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Female,Under 1 year,0,261,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Female,0-17 years,0,395,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Female,1-4 years,0,53,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Female,5-14 years,0,55,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Pennsylvania,Female,15-24 years,0,230,0,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
